order_id,customer_id,product_id,quantity,amount,order_date,status
37df62c1-2b5f-4809-b3ae-754f773cf3ec,aa88b203-318c-418f-9397-191802271ce4,PROD-90,1,438.89,2024-05-30,pending
4183625d-f133-4466-92a9-77866c37cf63,208b221a-382a-4d8f-abeb-6a7b5c59c720,PROD-33,2,403.36,2024-10-08,pending
8a30c837-b35d-4618-8677-4c4fb7bb9825,e4cf74dc-6d68-45a9-b78b-4cab817ba512,PROD-118,4,221.38,2024-06-30,pending
8b4879ba-310c-4dc3-92d8-c758e79756b9,49b4a7fe-1b4c-4567-8853-8b68912cf744,PROD-83,4,383.84,2024-09-24,refunded
73cc67a1-7821-4519-b42f-875319db266f,aa79025d-4eaf-44d9-bb30-41cfd72e7a90,PROD-71,1,398.46,2025-01-05,refunded
c0476df8-e5f7-40c8-afe1-e072c4d1ef82,758fc658-405e-4959-90ae-55a31b3a8fb0,PROD-133,3,482.96,2024-08-31,shipped
e976dc31-2975-4cf8-801b-3680ca774745,63284440-d152-4b7a-9cab-fa9f51c71ea6,PROD-175,3,480.89,2025-09-30,pending
014560a9-1efd-49bc-a4a8-9d1acc1df6db,b255a5e1-da56-471b-869e-58f6f2ec20a3,PROD-193,3,328.3,2024-05-19,completed
edfecb1b-c0ef-4b7e-890a-211953562c83,deada32b-29c2-4a58-9a06-fc2ce1ee2c21,PROD-73,4,294.19,2025-11-15,pending
2f8b64ce-b534-4c34-bf7c-8c4221b934e6,8843b8ce-a787-4e0d-97bd-7637836995bf,PROD-55,2,161.13,2025-11-12,completed
5b52b294-193b-4ac0-a13c-9fa9937fdee1,f03e1c1a-d6d8-40f0-9c9b-2cdcbb0a56c9,PROD-6,4,489.08,2025-08-20,pending
40568607-6c97-478d-aee1-f437991ed1c8,84de850b-cd09-425d-ae5b-fff9d7183a93,PROD-74,1,403.25,2024-08-18,refunded
564ea205-fe10-4454-bfa4-ac0e5664423b,3a63208a-911d-450a-b1c5-38df9d279e54,PROD-56,2,218.02,2025-06-17,shipped
caf87d0d-3cd8-4f9d-9f77-1f95c5c5ed75,d2f3cd3b-2739-48e0-870d-0323e1104d46,PROD-98,2,498.07,2025-12-22,completed
15075fbb-d52d-4a9b-a7f5-142c6066252d,b9ea16bb-83e2-4252-ada9-edb103216921,PROD-165,3,206.84,2025-08-21,pending
9c6e2e64-8ec5-4cd9-89c7-3df80937b4bb,752e8430-92cc-4c73-ab17-2661b984250d,PROD-4,4,217.59,2025-07-14,shipped
a28a9506-8abc-49e2-a793-5d725759f0e5,01d6d229-b3c2-476f-8c29-22b74faadfca,PROD-170,4,188.93,2025-07-29,refunded
82bf52b3-0139-4664-bbfd-b04d94b2ca57,e5a6fb88-9dab-46f0-bd14-101053f54702,PROD-150,4,444.52,2025-05-11,shipped
8e6c3e8d-7d07-462e-a854-c04d9df51256,a3102cfa-a2a0-4f74-a157-9180b50c66f8,PROD-88,2,457.47,2025-03-28,pending
ceb26dd1-930a-4f66-9620-b5850b00e437,28dae2e1-6aa8-4050-b8d8-ba7490c2e72b,PROD-126,5,358.95,2024-08-21,refunded
1838ea31-9d5f-4ac5-aeca-e4d79c35fe55,537eef1e-c1ec-40a8-871a-7e57d2004912,PROD-1,4,23.5,2024-10-03,completed
ec25daf3-f67d-4d4f-b069-23a804c56c1e,eada13a6-b882-49e7-a1e5-f1f2581a96cf,PROD-66,4,104.58,2025-12-13,refunded
4b16019d-a853-4f63-b6c0-730ff8e3e52c,dd9e37bb-18c6-4cfc-9707-b850e1e8a4b9,PROD-132,2,295.03,2025-09-26,completed
396aaa1a-650b-4b84-9336-aebc67d1c9b5,cb42365f-3825-4e4c-a89e-a1c344596a2e,PROD-113,4,182.15,2025-06-06,shipped
05f38684-84ac-42c7-8ae2-3bd280ebeb64,3e3d76c4-78ab-441f-81d6-8fcd613f6e1f,PROD-19,3,397.91,2025-12-31,refunded
2f305bdf-8527-499a-a0f7-2961183597e6,9851ff4f-420d-4f5a-b827-d030fa25ac20,PROD-24,5,147.89,2025-08-21,pending
48d3b730-2ed4-4dfc-97a1-a0826b6243fe,70ee2469-5253-4e32-9d63-539f8e1a2b0b,PROD-136,3,356.64,2024-04-04,refunded
7131d9c6-3e09-4065-976f-a62fc86f9059,7b408777-6ece-45e8-8e71-ba4ced1dab8a,PROD-137,5,199.16,2024-06-14,pending
97571716-b3aa-4384-adcd-ae086057c522,14441266-d8a3-4395-a163-157ab56e3391,PROD-197,2,466.92,2024-10-31,pending
3aec5b80-c040-4209-95d9-07e9b83ae700,2bb19a07-2c27-4e67-a737-16459646415e,PROD-167,5,60.62,2024-10-21,pending
d4e1a04d-03f0-4797-94f7-3bb134bae747,68d3b21e-41a6-422c-b849-68715e936cc6,PROD-74,2,29.3,2024-09-19,shipped
413ddfd7-5611-4909-ba1b-8c3ec17a4326,7a72545e-ef9a-4393-af2f-3fcae7a1df72,PROD-189,4,151.7,2026-01-28,refunded
78831846-cbb0-4fb9-b187-b5c1fdb959ae,34d45e72-5354-4613-86b8-3170707989db,PROD-2,1,102.7,2024-07-06,pending
93c4d260-5f41-4570-89d1-ee67267758cd,04a4e59f-5193-4e8f-9a60-6f284fdf1edc,PROD-36,3,391.52,2024-11-10,refunded
09b9f3b4-a97c-4abe-9433-c68ea292a32a,7f0fa08a-1de5-48c2-8c8c-6dd0869aa173,PROD-183,3,367.25,2025-01-18,shipped
46921feb-559a-429c-89e1-f5cbb29f6381,510111df-fb9f-4457-bbbe-4e7cb9eec88e,PROD-140,2,109.08,2025-09-17,refunded
c4a52154-3bb2-4e8a-a673-e6e263590e38,e957ceb8-6234-4d6b-84a5-6bf55c1d8699,PROD-191,2,32.81,2024-12-08,pending
80f6ffc2-adde-484b-80b2-aa1ec7041a34,e02da3a8-3780-4c79-b622-aefc4392783e,PROD-123,5,98.77,2024-12-22,pending
71c3f347-5235-493b-923f-5c1e2cc8e9ef,a9550a42-a66c-4d92-9489-2e9359f54ac3,PROD-167,3,322.04,2024-08-20,pending
f9d139ea-f6f3-4b90-8b2d-d4d48ac9c16d,1cd6a898-7535-4861-98c6-4bb853d4a48f,PROD-18,4,365.2,2024-12-08,refunded
4ab2c309-a775-4c7f-892a-5e31918eed12,d98c3ea0-6c86-4fed-8911-d3b40cf5d32b,PROD-87,4,104.09,2025-11-13,shipped
51c55a48-991a-4abf-b6cc-78f0cb8f33e9,038d90a8-945a-4622-82ad-3b430a3d91c8,PROD-101,3,76.3,2025-11-02,pending
dc8841a2-2468-47af-b272-ac715c9b0bd9,cece0997-c6f6-4f37-9a19-8b4d9b26182f,PROD-141,5,67.2,2025-01-17,completed
34b55ca2-d557-41e3-aa22-2b8e0316f466,194f760b-2256-4961-8731-6bb110a071fa,PROD-33,4,438.44,2025-03-29,completed
938d5d75-246b-4300-b83b-2636574790ce,44c851d7-695c-4840-a64c-2305f550e0a7,PROD-170,5,325.71,2025-04-20,completed
e93e3786-f113-4280-a620-1a3655be2f9c,a68eab0a-9467-4b3a-b200-0a066ba130fb,PROD-123,2,331.99,2025-09-01,shipped
7cee4689-8921-4c8f-ac0a-0a0886da8f0b,e30478e3-abdb-4b7f-bf4e-d88bc1b6713f,PROD-62,5,461.48,2025-08-13,completed
90b3ce62-9ca1-4728-a869-dce5897d4f21,02858873-b7f7-4ef8-b810-d925a2bcaa27,PROD-20,5,181.51,2025-02-13,refunded
e5f317c4-439e-48be-b4bf-ee440c456604,3f8200a3-1443-47d1-aa1c-e5309cac6152,PROD-17,5,28.95,2024-12-16,refunded
8972ceb4-4b0b-45a0-9fe2-2417208a000d,6bc27f50-f0d7-4d08-bf76-0fa7cf404af9,PROD-189,3,159.41,2025-09-12,refunded
06f42097-fe0a-419b-be9e-0a5e733a6784,c72c72e4-a9b4-4267-be0e-ea513d6abe57,PROD-122,1,44.48,2025-01-17,shipped
a8522f50-cbf7-4eb6-bfa4-59ff3e350b2b,df9c57e9-778d-4bf4-9197-ff7354aea885,PROD-61,3,439.29,2024-03-26,pending
48e1ba43-0fbe-4567-8347-8b405b912ec0,9cbda713-9a32-42aa-8d63-db48d9ec6c65,PROD-62,1,82.99,2026-02-27,shipped
412954d7-4c42-4a7f-8be7-50e8c283401a,c1df9da0-b02e-4344-b2b1-8b6f384a1768,PROD-167,3,468.46,2025-01-27,refunded
f0d942e1-bb9f-43eb-aa15-4fb43c902d5b,69ce6f19-0d53-4dab-ac46-02a986a361bc,PROD-24,2,157.6,2024-09-26,pending
0b220bfa-ddfb-464e-aedc-5b4593e5d3bd,0d3c631c-adb5-46ee-8dd8-fe786375177d,PROD-78,5,270.21,2025-10-24,completed
ebd81857-1f40-4d05-845e-244b02433ffa,488ac476-3ea4-4cc4-b14c-fdf1b8df3202,PROD-164,3,271.48,2026-02-10,shipped
5c65cfe1-d81c-454a-84cb-748ccc025e09,758de7f5-a730-4561-ac73-b5f97e5506cc,PROD-158,3,243.0,2024-09-16,shipped
1014ffaa-db9f-43f1-b163-1a23f66f366b,78e2a7ec-4ba4-4778-b03c-006947b1646f,PROD-2,1,138.46,2024-03-25,shipped
273a1c69-280a-4eeb-af62-156cdd2d42e9,d290f4c9-8030-42fe-a910-c4330ade8227,PROD-40,5,92.33,2024-05-19,completed
fcecbe99-eccd-4c5c-a69d-3552d102e68c,07efd5ee-13dc-4b16-b208-a92cdab810f9,PROD-99,3,304.69,2024-05-18,refunded
cabc3995-e4d3-4f2f-b1a2-bd295b597a91,0c96f6b0-441d-4785-81eb-41b452ee647d,PROD-158,2,252.83,2024-07-22,shipped
656e0df9-6f69-4695-a94a-3d2807b72f79,c80d71d8-2c5c-4c97-8b3d-762e31673365,PROD-122,4,56.91,2025-01-30,pending
7effcfff-18cc-4c7a-877d-de8c3af605f1,f536cf7a-cf51-4f1b-8f98-e7865fa9ed3d,PROD-88,3,145.3,2024-11-05,refunded
cb079d21-95d6-448f-b69b-7c366e5797c7,e1d48d02-a4c9-4e44-8e55-7f6474a122e9,PROD-185,3,181.69,2024-04-19,pending
2b64c9ca-3990-4c5e-ace0-845e872423d5,873bebc4-2be5-4a8f-9393-f0bcee914a07,PROD-99,2,246.29,2024-12-26,pending
389f3897-6e3a-4c2a-b29b-3b1b288ba822,80b178f6-d88d-4246-8b0f-9bd8916891f5,PROD-132,4,373.33,2025-02-19,shipped
ef7970bd-91f9-454f-95dd-74ceca9bcad3,330698f9-a38d-4172-8f85-0874d3fea701,PROD-105,3,197.97,2025-07-11,pending
5177105d-a5ba-497a-834a-0aa9a4e1acf8,87773786-fabc-4cf3-812c-2266baf858af,PROD-158,5,56.05,2025-03-31,refunded
3f1ec965-8e92-4f4e-8545-b731ab538794,32591660-af46-4863-b336-ae4bd8fbf439,PROD-84,3,283.87,2025-09-24,pending
b425bddc-32e4-4168-9932-964bc2afa5d7,b6692dd2-de73-48a6-a5e4-def49e1b7458,PROD-133,4,113.41,2024-03-24,refunded
6b3b5887-d9bf-4726-ab22-7e3bb9588f31,b8ba55e2-edad-4ce6-8d6b-46b01bae929c,PROD-116,3,224.24,2025-08-14,refunded
35234084-21aa-4611-89bf-7852354bd5c8,ed74c0fa-3d7c-4830-bca3-bf7ee43fa8b5,PROD-185,2,234.95,2024-04-04,refunded
26390f9c-b388-49bb-ad96-2dd566cc1e18,a8585805-f737-45d2-9d54-d5e2aa213701,PROD-128,1,152.54,2024-09-10,refunded
adfafb9e-cac7-4e73-845b-b8405bcfbe17,f717cb8d-71f9-45bb-b9e0-f5a56130733a,PROD-39,4,32.53,2025-06-09,completed
c5fded3d-6f57-49be-89f8-7b236ae1e2ce,e960b503-1223-4630-a349-7ae806954aee,PROD-167,2,234.61,2025-02-07,refunded
adcbaa17-d5dc-429a-a8e5-0f3b110ddad0,a2a93433-a087-4383-ac3b-98191ab441d6,PROD-17,3,166.64,2025-02-27,refunded
66ca5ada-bf48-4132-87a7-1d448443376b,a0c2e91a-6961-4860-9f7a-a242de6c2bdc,PROD-61,3,469.21,2024-03-20,completed
5cf9f1bf-40f6-4a17-83d0-109e0b766856,0ec07990-b6b1-40c8-8263-3328642ccdc6,PROD-64,4,307.34,2024-11-02,completed
714e0423-eee0-41c4-856a-efa8ff2367a6,8f77ca80-99c1-4379-80c5-28fcafa26e02,PROD-179,1,477.46,2025-09-03,pending
61ab6467-06fb-479f-9427-270ddfed9706,2c88ff67-02dd-495b-aa93-fa5ac20c9929,PROD-42,2,417.51,2025-11-10,refunded
46309445-204f-43c1-b1b3-dc5998e13795,97b94fe0-efab-464d-a2fb-f2f303cc65c2,PROD-114,4,325.28,2025-11-27,shipped
db597d90-7adf-44c0-bdd5-ac1f2af2dad2,5c641e06-5f12-4217-96c3-a59307fe66a1,PROD-35,4,203.81,2025-09-16,pending
2f6615a5-4601-4684-9ad9-53d76e0e95ca,f057b011-8abf-4e96-a6d3-73acca783bf5,PROD-51,2,314.54,2024-08-04,pending
b9e87ac6-1df1-412b-b2dd-91e2f0d23938,188d7160-3e07-48f7-9fdb-e592e0b0879f,PROD-167,4,114.52,2026-01-29,shipped
50361e1c-5ee2-47cd-909f-daad4a362432,32ad559a-c1a4-47d8-86e5-4caf140f03ac,PROD-142,3,304.23,2025-11-13,completed
9dc30f38-b77b-4f40-b1bb-204bf6f8533d,132e1811-1c07-41a0-92b5-c787d5833bd7,PROD-153,3,337.52,2025-09-22,shipped
998aeb22-3e81-4d3f-8308-cf689f218cfb,0798e333-8c00-4960-8d43-db00521eaa03,PROD-118,5,289.82,2025-01-01,refunded
a003549c-42a3-46e9-846d-69ea4a113e9c,b454e41e-837c-4014-97b6-554b8f0ca5f4,PROD-149,5,239.84,2024-06-14,refunded
ba7e1a24-8ff9-457f-bf2d-7f5743d66708,5ae405de-9fde-49a4-a4bb-d4a4818d2a96,PROD-124,3,145.58,2025-08-02,completed
281a36cd-cd5d-44a8-979f-87c62840884e,dc642a47-09a7-4e6e-9ef3-d8b37fa3b902,PROD-141,3,119.85,2024-09-29,shipped
30276f22-a09e-45df-8e20-48f2a53dc4fb,6446ba01-e9df-44b5-a98e-c6bd2727e36f,PROD-196,1,173.0,2025-04-07,refunded
e4363617-4897-4534-811f-c2cbb6c1d2fe,b228af31-f01a-4892-8cdf-d7faca5ea9e9,PROD-151,4,349.36,2025-05-30,shipped
28c9a745-083e-44d2-949a-2c721bc71416,224968ef-1349-4e3e-aed5-f8de654825db,PROD-165,5,108.1,2024-10-01,completed
cee8c5db-7050-44a3-b204-bacd5d3ff6e0,ad7e84f9-e7f9-47c9-a765-2ff9c3b4f3bc,PROD-5,4,19.17,2024-11-02,completed
bcff5313-5236-4323-9037-114647671050,9583e120-8184-4c5f-9b0a-7f64fbd879d0,PROD-54,4,161.64,2024-03-26,completed
c8aad440-6826-4096-89eb-70f6987bb331,63e1794d-715b-4dc6-aa62-bd8793811850,PROD-37,4,114.64,2024-09-20,pending
7ad26e55-cdba-4c2f-a9a7-37386db8ebeb,73a10dc5-2c16-4be4-9b67-629085317d32,PROD-42,3,381.13,2025-04-22,pending
3a3bf302-0fbf-486c-beff-6670b91e958e,1a810eeb-455a-437a-8fea-130f0867739a,PROD-191,4,396.02,2024-07-03,refunded
cb9d0228-90b9-4c02-9391-40907352e119,a5ba4d8c-c352-4515-9de1-440c15309dcd,PROD-92,4,23.5,2026-01-11,refunded
1b7c3d25-774a-4474-adb7-aee7fa38ad7d,7a1c702b-1725-4f27-bafb-bb3a81dadb12,PROD-155,2,347.48,2024-08-24,shipped
79443e68-20a6-4d14-ae69-3f3587932484,75d11008-0808-4283-aaba-d8f6843a1bc1,PROD-25,3,435.87,2024-07-12,refunded
feed7435-cc90-4649-9f8f-6ad9d782b7af,8f014214-aeb1-453a-bf8b-22b538ffe9f0,PROD-143,1,334.91,2025-10-02,shipped
f80ee33c-ab80-4015-84e9-04c3ad36cb35,8d957e78-3793-4f73-b39e-584c319b78e6,PROD-31,1,270.48,2025-09-17,pending
6f56cd56-4dc6-4198-8e8c-1f966944ca7c,1a0ee9ca-22e3-4707-9a4b-2580219b0f26,PROD-105,1,248.62,2024-03-30,pending
3eb9ba2d-3a1f-4a5c-847a-1a712ad64307,faa7c7c7-7b36-4053-bc25-c4fd381361ed,PROD-57,2,282.59,2025-09-08,shipped
3e7dcb7d-68de-4430-bd61-9e23bda502b5,afeb2fbe-3468-4462-acf3-7bb59a27daa8,PROD-131,3,62.33,2024-03-31,completed
1207dc12-9fb2-412f-b3f6-52702f4ca66d,fc046423-d69e-4c9b-91f8-a4b2616e5bae,PROD-17,4,260.34,2025-02-06,refunded
b593ae8d-99d2-4e35-9d77-5bc49aaa1580,6f34ac9c-c4c7-4872-a373-630bb737999c,PROD-53,4,441.61,2024-05-07,refunded
38c5034e-b8ae-4f1a-82e2-605819c5ca09,bb0bf71c-252f-4d63-948e-1f05965268db,PROD-164,1,34.25,2024-12-03,shipped
27ee481c-97ee-41e4-adcc-cbba47724626,b9e6c83f-e255-4b75-8c32-de992462df47,PROD-160,2,210.67,2025-12-07,completed
37bf0912-33d2-4678-b18a-9f9a7a725ba3,9ef0f9a9-63da-4faa-a7ce-937534532b84,PROD-167,4,235.17,2025-06-23,completed
4b27d734-d39d-4452-b2b9-4b60cb406a63,d3448fd9-4e6c-435d-8d96-cb17523cb8e7,PROD-29,1,147.79,2026-02-09,refunded
05a22e84-e335-4468-a7f8-e21994aa5739,09fc8bce-e7f7-4ec9-8b04-fd0574225cb3,PROD-124,3,285.04,2025-02-16,shipped
